Word,fq_No,prob_no,fq_Yes,prob_yes,fq_total
คุย,235,0.00074688,46,0.000125328,281
คู,16,5.38007E-05,0,2.66655E-06,16
คู่,146,0.000465218,30,8.26629E-05,176
คูณ,16,5.38007E-05,25,6.93302E-05,41
คู่นอน,79,0.00025318,0,2.66655E-06,79
คู่มือ,0,3.16475E-06,11,3.19985E-05,11
คู่รัก,0,3.16475E-06,12,3.46651E-05,12
เค,60,0.00019305,23,6.39971E-05,83
เค้ก,46,0.000148743,0,2.66655E-06,46
เคมี,11,3.7977E-05,0,2.66655E-06,11
เครดิต,16,5.38007E-05,0,2.66655E-06,16
เคราะห์,0,3.16475E-06,14,3.99982E-05,14
เครียด,28,9.17777E-05,23,6.39971E-05,51
เครือ,25,8.22834E-05,0,2.66655E-06,25
เครือข่าย,0,3.16475E-06,29,7.99964E-05,29
เครื่อง,67,0.000215203,68,0.000183992,135
เครื่องดื่ม,16,5.38007E-05,0,2.66655E-06,16
เครื่องบิน,11,3.7977E-05,41,0.000111995,52
เครื่องแบบ,0,3.16475E-06,20,5.59975E-05,20
เครื่องมือ,0,3.16475E-06,20,5.59975E-05,20
เคลียร์,11,3.7977E-05,13,3.73316E-05,24
เคลื่อน,0,3.16475E-06,25,6.93302E-05,25
เคลื่อนที่,0,3.16475E-06,28,7.73298E-05,28
เคลื่อนย้าย,0,3.16475E-06,18,5.06644E-05,18
เคส,22,7.27892E-05,0,2.66655E-06,22
เคา,10,3.48122E-05,0,2.66655E-06,10
เค้า,452,0.001433631,126,0.000338651,578
เคารพ,0,3.16475E-06,83,0.00022399,83
เคียงข้าง,0,3.16475E-06,58,0.000157326,58
เคี้ยว,11,3.7977E-05,0,2.66655E-06,11
แค,13,4.43065E-05,0,2.66655E-06,13
แคน,10,3.48122E-05,0,2.66655E-06,10
แค้น,0,3.16475E-06,12,3.46651E-05,12
แคป,285,0.000905118,17,4.79978E-05,302
แคมเปญ,0,3.16475E-06,21,5.8664E-05,21
แคร์,31,0.000101272,0,2.66655E-06,31
โค,58,0.00018672,454,0.001213278,512
โค้ด,11,3.7977E-05,0,2.66655E-06,11
โคตร,120,0.000382934,16,4.53313E-05,136
โครง,0,3.16475E-06,31,8.53295E-05,31
โครงการ,19,6.32949E-05,223,0.000597306,242
โคราช,220,0.000699409,596,0.001591928,816
โคโรน่า,0,3.16475E-06,223,0.000597306,223
โควิด,130,0.000414582,129,0.000346651,259
ใครก็ได้,14,4.74712E-05,0,2.66655E-06,14
ไค,14,4.74712E-05,0,2.66655E-06,14
ฆ่า,15,5.0636E-05,57,0.00015466,72
ฆ่าเชื้อ,0,3.16475E-06,11,3.19985E-05,11
โฆษก,0,3.16475E-06,94,0.000253322,94
โฆษณา,13,4.43065E-05,0,2.66655E-06,13
ง,333,0.001057026,110,0.000295987,443
งก,10,3.48122E-05,14,3.99982E-05,24
งง,610,0.001933661,65,0.000175992,675
งด,21,6.96244E-05,38,0.000103995,59
งดงาม,0,3.16475E-06,54,0.00014666,54
งบ,30,9.81072E-05,47,0.000127994,77
งบประมาณ,0,3.16475E-06,56,0.000151993,56
ง่วง,44,0.000142414,0,2.66655E-06,44
งวด,12,4.11417E-05,0,2.66655E-06,12
งอ,17,5.69655E-05,0,2.66655E-06,17
ง้อ,15,5.0636E-05,0,2.66655E-06,15
งอแง,27,8.86129E-05,0,2.66655E-06,27
ง่ะ,15,5.0636E-05,0,2.66655E-06,15
งั้น,37,0.00012026,35,9.59956E-05,72
งับ,85,0.000272168,0,2.66655E-06,85
งัย,14,4.74712E-05,0,2.66655E-06,14
งา,16,5.38007E-05,0,2.66655E-06,16
ง่า,12,4.11417E-05,0,2.66655E-06,12
งาน,760,0.002408373,200,0.000535976,960
งานแต่ง,10,3.48122E-05,0,2.66655E-06,10
งานบ้าน,49,0.000158237,0,2.66655E-06,49
งาม,40,0.000129755,10,2.9332E-05,50
งี้,55,0.000177226,26,7.19967E-05,81
งี่เง่า,11,3.7977E-05,0,2.66655E-06,11
งื้ออออ,15,5.0636E-05,0,2.66655E-06,15
งู,38,0.000123425,0,2.66655E-06,38
งูเห่า,0,3.16475E-06,18,5.06644E-05,18
เงา,17,5.69655E-05,0,2.66655E-06,17
เงิน,178,0.00056649,174,0.000466646,352
เงินกู้,0,3.16475E-06,89,0.000239989,89
เงินชดเชย,0,3.16475E-06,10,2.9332E-05,10
เงินเดือน,22,7.27892E-05,27,7.46633E-05,49
เงินบริจาค,0,3.16475E-06,15,4.26647E-05,15
เงี่ย,13,4.43065E-05,0,2.66655E-06,13
เงี้ย,14,4.74712E-05,0,2.66655E-06,14
เงี่ยน,348,0.001104497,0,2.66655E-06,348
เงียบ,48,0.000155073,15,4.26647E-05,63
เงียบๆ,14,4.74712E-05,0,2.66655E-06,14
แง,181,0.000575984,0,2.66655E-06,181
แง่,23,7.59539E-05,0,2.66655E-06,23
แง้,17,5.69655E-05,0,2.66655E-06,17
โง่,52,0.000167732,94,0.000253322,146
จ,118,0.000376605,36,9.86622E-05,154
"จ…""",0,3.16475E-06,22,6.13306E-05,22
จก,15,5.0636E-05,0,2.66655E-06,15
จดหมาย,0,3.16475E-06,33,9.06626E-05,33
จตุจักร,14,4.74712E-05,0,2.66655E-06,14
จนท.,0,3.16475E-06,104,0.000279987,104
จบ,145,0.000462053,100,0.000269321,245
จปร.,0,3.16475E-06,27,7.46633E-05,27
จรรยาบรรณ,0,3.16475E-06,10,2.9332E-05,10
จริง ๆ,10,3.48122E-05,18,5.06644E-05,28
จว.,0,3.16475E-06,82,0.000221323,82
จอ,53,0.000170896,13,3.73316E-05,66
จ่อ,0,3.16475E-06,29,7.99964E-05,29
จอง,114,0.000363946,0,2.66655E-06,114
จ้อง,0,3.16475E-06,10,2.9332E-05,10
จอด,14,4.74712E-05,20,5.59975E-05,34
จ้อน,0,3.16475E-06,10,2.9332E-05,10
จอม,40,0.000129755,20,5.59975E-05,60
จอมปลอม,0,3.16475E-06,37,0.000101329,37
จ่ะ,19,6.32949E-05,0,2.66655E-06,19
จัก,17,5.69655E-05,0,2.66655E-06,17
จักร,0,3.16475E-06,57,0.00015466,57
จักรพงษ์,0,3.16475E-06,17,4.79978E-05,17
จังหวะ,18,6.01302E-05,0,2.66655E-06,18
จังหวัด,49,0.000158237,119,0.000319985,168
จัญไร,0,3.16475E-06,16,4.53313E-05,16
จัดกิจกรรม,0,3.16475E-06,50,0.000135994,50
จัดฉาก,0,3.16475E-06,16,4.53313E-05,16
จัดระเบียบ,0,3.16475E-06,14,3.99982E-05,14
จัน,0,3.16475E-06,27,7.46633E-05,27
จันทบุรี,34,0.000110766,0,2.66655E-06,34
จับกุม,0,3.16475E-06,15,4.26647E-05,15
จับได้,0,3.16475E-06,12,3.46651E-05,12
จับตา,0,3.16475E-06,14,3.99982E-05,14
จับมือ,24,7.91187E-05,25,6.93302E-05,49
จั่ว,0,3.16475E-06,86,0.000231989,86
จา,47,0.000151908,51,0.00013866,98
จ่า,0,3.16475E-06,57,0.00015466,57
จ้าง,14,4.74712E-05,11,3.19985E-05,25
จาน,0,3.16475E-06,12,3.46651E-05,12
จ้าน,28,9.17777E-05,14,3.99982E-05,42
จ่าย,136,0.00043357,50,0.000135994,186
จำกัด,43,0.000139249,0,2.66655E-06,43
จำคุก,0,3.16475E-06,14,3.99982E-05,14
จำได้,16,5.38007E-05,12,3.46651E-05,28
จำนวน,18,6.01302E-05,174,0.000466646,192
จำนวนมาก,0,3.16475E-06,16,4.53313E-05,16
จำเป็นต้อง,10,3.48122E-05,37,0.000101329,47
จำหน่าย,0,3.16475E-06,13,3.73316E-05,13
จิ,42,0.000136084,0,2.66655E-06,42
จิก,0,3.16475E-06,22,6.13306E-05,22
จิง,44,0.000142414,0,2.66655E-06,44
จิงๆ,36,0.000117096,0,2.66655E-06,36
จิต,35,0.000113931,345,0.000922625,380
จิตใจ,13,4.43065E-05,42,0.000114661,55
จิตร,0,3.16475E-06,10,2.9332E-05,10
จิตสำนึก,0,3.16475E-06,35,9.59956E-05,35
จิน,70,0.000224697,0,2.66655E-06,70
จิ้น,25,8.22834E-05,0,2.66655E-06,25
จินดา,0,3.16475E-06,17,4.79978E-05,17
จิบ,24,7.91187E-05,0,2.66655E-06,24
จิ้ม,15,5.0636E-05,0,2.66655E-06,15
จิ๋ว,13,4.43065E-05,0,2.66655E-06,13
จี,85,0.000272168,0,2.66655E-06,85
จี้,32,0.000104437,30,8.26629E-05,62
จีง,13,4.43065E-05,0,2.66655E-06,13
จีน,35,0.000113931,180,0.000482645,215
จีบ,34,0.000110766,0,2.66655E-06,34
จุ,27,8.86129E-05,27,7.46633E-05,54
จุก,53,0.000170896,0,2.66655E-06,53
จุด,56,0.000180391,143,0.000383983,199
จุดชมวิว,11,3.7977E-05,0,2.66655E-06,11
จุน,10,3.48122E-05,0,2.66655E-06,10
จุ๊ย,0,3.16475E-06,14,3.99982E-05,14
จุลจอมเกล้า,0,3.16475E-06,45,0.000122661,45
จุฬา,0,3.16475E-06,17,4.79978E-05,17
จุฬาฯ,0,3.16475E-06,12,3.46651E-05,12
จู,11,3.7977E-05,0,2.66655E-06,11
จูบ,33,0.000107601,11,3.19985E-05,44
เจ,76,0.000243686,22,6.13306E-05,98
เจ้,14,4.74712E-05,11,3.19985E-05,25
เจ๊,19,6.32949E-05,18,5.06644E-05,37
เจ็ด,46,0.000148743,0,2.66655E-06,46
เจดีย์,14,4.74712E-05,0,2.66655E-06,14
เจตนา,0,3.16475E-06,31,8.53295E-05,31
เจน,18,6.01302E-05,0,2.66655E-06,18
เจ็บ,64,0.000205709,21,5.8664E-05,85
เจ็บปวด,12,4.11417E-05,0,2.66655E-06,12
เจริญ,52,0.000167732,376,0.001005288,428
เจล,24,7.91187E-05,10,2.9332E-05,34
เจอ,459,0.001455784,114,0.000306653,573
เจอกัน,177,0.000563325,27,7.46633E-05,204
เจ้า,106,0.000338628,103,0.000277321,209
เจ้าของ,43,0.000139249,24,6.66636E-05,67
เจ้าของร้าน,11,3.7977E-05,0,2.66655E-06,11
เจ้าคะ,0,3.16475E-06,21,5.8664E-05,21
เจ้าค่ะ,0,3.16475E-06,28,7.73298E-05,28
เจ้าพระยา,0,3.16475E-06,27,7.46633E-05,27
เจ้าฟ้า,0,3.16475E-06,45,0.000122661,45
เจ้าหน้า,0,3.16475E-06,12,3.46651E-05,12
เจ้าหน้าที่,0,3.16475E-06,355,0.00094929,355
เจ้าหน้าที่ตำรวจ,0,3.16475E-06,41,0.000111995,41
เจี๊ยบ,0,3.16475E-06,10,2.9332E-05,10
แจ,46,0.000148743,0,2.66655E-06,46
แจก,131,0.000417747,224,0.000599973,355
แจกจ่าย,0,3.16475E-06,168,0.000450646,168
แจง,0,3.16475E-06,66,0.000178659,66
แจ้ง,59,0.000189885,76,0.000205324,135
แจ้งความ,0,3.16475E-06,53,0.000143993,53
แจ่ม,10,3.48122E-05,0,2.66655E-06,10
โจ้,13,4.43065E-05,0,2.66655E-06,13
โจ๊ก,0,3.16475E-06,15,4.26647E-05,15
โจมตี,0,3.16475E-06,49,0.000133327,49
โจร,0,3.16475E-06,96,0.000258655,96
ใจ,296,0.00093993,181,0.000485311,477
ใจดี,51,0.000164567,0,2.66655E-06,51
ใจมา,10,3.48122E-05,0,2.66655E-06,10
ใจเย็น,19,6.32949E-05,15,4.26647E-05,34
ฉก,0,3.16475E-06,92,0.000247989,92
ฉบับ,0,3.16475E-06,44,0.000119995,44
ฉลอง,19,6.32949E-05,10,2.9332E-05,29
ฉอด,0,3.16475E-06,10,2.9332E-05,10
ฉาก,27,8.86129E-05,0,2.66655E-06,27
ฉาง,12,4.11417E-05,0,2.66655E-06,12
ฉาย,20,6.64597E-05,0,2.66655E-06,20
ฉายา,0,3.16475E-06,16,4.53313E-05,16
ฉีก,15,5.0636E-05,0,2.66655E-06,15
ฉีด,20,6.64597E-05,20,5.59975E-05,40
ฉุกเฉิน,0,3.16475E-06,32,8.7996E-05,32
เฉ,0,3.16475E-06,13,3.73316E-05,13
เฉลิม,0,3.16475E-06,22,6.13306E-05,22
แฉ,0,3.16475E-06,24,6.66636E-05,24
ช,26,8.54482E-05,36,9.86622E-05,62
ช.,0,3.16475E-06,10,2.9332E-05,10
ช.ม,14,4.74712E-05,0,2.66655E-06,14
ช…,0,3.16475E-06,23,6.39971E-05,23
"ช…""",0,3.16475E-06,15,4.26647E-05,15
ชง,12,4.11417E-05,14,3.99982E-05,26
ชน,41,0.000132919,52,0.000141327,93
ชนะ,17,5.69655E-05,59,0.000159993,76
ชม,134,0.000427241,131,0.000351984,265
ชม.,43,0.000139249,0,2.66655E-06,43
ชมเชย,0,3.16475E-06,42,0.000114661,42
ชมพู,17,5.69655E-05,0,2.66655E-06,17
ชยันตี,24,7.91187E-05,0,2.66655E-06,24
ชลบุรี,92,0.000294321,16,4.53313E-05,108
ชลมารค,0,3.16475E-06,170,0.000455979,170
ช่วงเวลา,13,4.43065E-05,26,7.19967E-05,39
ชวน,70,0.000224697,59,0.000159993,129
ช่วยกัน,23,7.59539E-05,195,0.000522643,218
ช่วยตัวเอง,22,7.27892E-05,0,2.66655E-06,22
ช่วยเหลือ,35,0.000113931,648,0.001730588,683
ช่อ,0,3.16475E-06,152,0.000407982,152
ช่อง,96,0.00030698,116,0.000311986,212
ช่องทาง,0,3.16475E-06,11,3.19985E-05,11
ชอน,10,3.48122E-05,0,2.66655E-06,10
ช้อน,0,3.16475E-06,41,0.000111995,41
ชอบ,716,0.002269124,215,0.000575974,931
ช้อป,26,8.54482E-05,0,2.66655E-06,26
ชะ,13,4.43065E-05,10,2.9332E-05,23
ชะลอ,0,3.16475E-06,11,3.19985E-05,11
ชักเย่อ,0,3.16475E-06,13,3.73316E-05,13
ชักว่าว,18,6.01302E-05,0,2.66655E-06,18
ชัค,10,3.48122E-05,0,2.66655E-06,10
ชัง,0,3.16475E-06,123,0.000330652,123
ชัด,59,0.000189885,52,0.000141327,111
ชัดเจน,36,0.000117096,56,0.000151993,92
ชั่น,281,0.000892459,15,4.26647E-05,296
ชั้น,234,0.000743716,32,8.7996E-05,266
ชั้นผู้น้อย,0,3.16475E-06,40,0.000109328,40
ชัย,29,9.49424E-05,132,0.000354651,161
ชัยนาท,31,0.000101272,13,3.73316E-05,44
ชั่ว,0,3.16475E-06,30,8.26629E-05,30
ชั่วคราว,18,6.01302E-05,11,3.19985E-05,29
ชั่วโมง,58,0.00018672,26,7.19967E-05,84
ชัวร์,12,4.11417E-05,0,2.66655E-06,12
ชา,71,0.000227862,19,5.33309E-05,90
ช่าง,43,0.000139249,46,0.000125328,89
ช้าง,34,0.000110766,13,3.73316E-05,47
ชาญ,0,3.16475E-06,11,3.19985E-05,11
ชาติ,217,0.000689915,442,0.00118128,659
ชานุ,0,3.16475E-06,14,3.99982E-05,14
ชาบู,25,8.22834E-05,0,2.66655E-06,25
ชาย,185,0.000588643,60,0.000162659,245
ช่าย,36,0.000117096,0,2.66655E-06,36
ชายแดน,0,3.16475E-06,186,0.000498644,186
ชาร์จ,13,4.43065E-05,0,2.66655E-06,13
ชาวเขา,0,3.16475E-06,28,7.73298E-05,28
ชาวไทย,0,3.16475E-06,27,7.46633E-05,27
ชาวนา,0,3.16475E-06,14,3.99982E-05,14
ชาวบ้าน,12,4.11417E-05,60,0.000162659,72
ชำนาญ,0,3.16475E-06,12,3.46651E-05,12
ชิ,59,0.000189885,19,5.33309E-05,78
ชิง,12,4.11417E-05,74,0.000199991,86
ชิน,21,6.96244E-05,0,2.66655E-06,21
ชิ้น,54,0.000174061,37,0.000101329,91
ชิบหาย,42,0.000136084,24,6.66636E-05,66
ชิป,40,0.000129755,0,2.66655E-06,40
ชิม,20,6.64597E-05,0,2.66655E-06,20
ชิล,21,6.96244E-05,0,2.66655E-06,21
ชิวๆ,20,6.64597E-05,17,4.79978E-05,37
ชี,11,3.7977E-05,23,6.39971E-05,34
ชี้,17,5.69655E-05,142,0.000381316,159
ชี้แจง,0,3.16475E-06,45,0.000122661,45
ชีวิต,160,0.000509524,228,0.000610639,388
ชื่น,11,3.7977E-05,0,2.66655E-06,11
ชื่นชม,0,3.16475E-06,236,0.000631971,236
ชื่อ,79,0.00025318,71,0.000191991,150
ชุด,130,0.000414582,225,0.000602639,355
ชุมชน,13,4.43065E-05,49,0.000133327,62
ชุมนุม,11,3.7977E-05,60,0.000162659,71
ชุมพร,25,8.22834E-05,0,2.66655E-06,25
ชู,14,4.74712E-05,52,0.000141327,66
เช็ค,49,0.000158237,39,0.000106662,88
เช่า,11,3.7977E-05,0,2.66655E-06,11
เช้า,75,0.000240521,73,0.000197324,148
เช้านี้,13,4.43065E-05,62,0.000167992,75
เชิง,0,3.16475E-06,34,9.33291E-05,34
เชิญ,24,7.91187E-05,96,0.000258655,120
เชิญชวน,17,5.69655E-05,38,0.000103995,55
เชิดชู,0,3.16475E-06,56,0.000151993,56
เชียงคาน,11,3.7977E-05,0,2.66655E-06,11
เชียงราย,44,0.000142414,27,7.46633E-05,71
เชียงใหม่,449,0.001424136,48,0.000130661,497
เชียร์,28,9.17777E-05,53,0.000143993,81
เชี่ยลฯ,0,3.16475E-06,10,2.9332E-05,10
เชียว,25,8.22834E-05,11,3.19985E-05,36
เชื้อ,17,5.69655E-05,61,0.000165326,78
เชื่อใจ,13,4.43065E-05,0,2.66655E-06,13
เชื่อม,0,3.16475E-06,15,4.26647E-05,15
เชื่อมต่อ,0,3.16475E-06,10,2.9332E-05,10
เชื้อโรค,0,3.16475E-06,29,7.99964E-05,29
เชื้อไวรัส,0,3.16475E-06,125,0.000335985,125
แช,20,6.64597E-05,0,2.66655E-06,20
แช่,23,7.59539E-05,0,2.66655E-06,23
แชท,56,0.000180391,0,2.66655E-06,56
แชร์,26,8.54482E-05,94,0.000253322,120
โชค,95,0.000303816,10,2.9332E-05,105
โชคดี,27,8.86129E-05,11,3.19985E-05,38
โชว์,55,0.000177226,41,0.000111995,96
ใช้งาน,0,3.16475E-06,14,3.99982E-05,14
ใช้ชีวิต,29,9.49424E-05,15,4.26647E-05,44
ใช้ได้,25,8.22834E-05,0,2.66655E-06,25
ใช้เวลา,12,4.11417E-05,0,2.66655E-06,12
ไชย,0,3.16475E-06,20,5.59975E-05,20
ซ์,31,0.000101272,0,2.66655E-06,31
ซ,11,3.7977E-05,0,2.66655E-06,11
ซ.,14,4.74712E-05,0,2.66655E-06,14
ซน,32,0.000104437,0,2.66655E-06,32
ซบ,17,5.69655E-05,0,2.66655E-06,17
ซวย,0,3.16475E-06,15,4.26647E-05,15
ซอ,13,4.43065E-05,0,2.66655E-06,13
ซอง,28,9.17777E-05,0,2.66655E-06,28
ซ่อน,10,3.48122E-05,0,2.66655E-06,10
ซ่อม,34,0.000110766,46,0.000125328,80
ซ้อม,27,8.86129E-05,12,3.46651E-05,39
ซ่อมแซม,0,3.16475E-06,14,3.99982E-05,14
ซอมบี้,0,3.16475E-06,13,3.73316E-05,13
ซอย,47,0.000151908,17,4.79978E-05,64
ซอส,11,3.7977E-05,0,2.66655E-06,11
ซัก,58,0.00018672,33,9.06626E-05,91
ซักฟอก,0,3.16475E-06,11,3.19985E-05,11
ซัด,0,3.16475E-06,15,4.26647E-05,15
ซัพพอร์ต,19,6.32949E-05,0,2.66655E-06,19
ซา,52,0.000167732,0,2.66655E-06,52
ซ่า,14,4.74712E-05,0,2.66655E-06,14
ซ่าน,10,3.48122E-05,0,2.66655E-06,10
ซ้าย,10,3.48122E-05,0,2.66655E-06,10
ซ้ำ,13,4.43065E-05,50,0.000135994,63
ซิ,48,0.000155073,10,2.9332E-05,58
ซิ่ง,15,5.0636E-05,0,2.66655E-06,15
ซิตี้,15,5.0636E-05,0,2.66655E-06,15
ซี,70,0.000224697,117,0.000314652,187
ซี่,17,5.69655E-05,0,2.66655E-06,17
ซีน,31,0.000101272,0,2.66655E-06,31
ซีรีส์,21,6.96244E-05,0,2.66655E-06,21
ซึง,16,5.38007E-05,0,2.66655E-06,16
ซึม,0,3.16475E-06,15,4.26647E-05,15
ซึมเศร้า,14,4.74712E-05,0,2.66655E-06,14
ซื้อ,255,0.000810175,84,0.000226656,339
ซุป,10,3.48122E-05,0,2.66655E-06,10
ซุ่ม,0,3.16475E-06,19,5.33309E-05,19
ซู,18,6.01302E-05,0,2.66655E-06,18
ซูดาน,0,3.16475E-06,14,3.99982E-05,14
ซูม,10,3.48122E-05,0,2.66655E-06,10
เซ,104,0.000332298,20,5.59975E-05,124
เซ่,29,9.49424E-05,0,2.66655E-06,29
เซ็ก,10,3.48122E-05,0,2.66655E-06,10
เซ็กส์,12,4.11417E-05,0,2.66655E-06,12
เซ็ต,14,4.74712E-05,0,2.66655E-06,14
เซน,10,3.48122E-05,0,2.66655E-06,10
เซ็น,12,4.11417E-05,22,6.13306E-05,34
เซ็นทรัล,14,4.74712E-05,0,2.66655E-06,14
เซฟ,28,9.17777E-05,0,2.66655E-06,28
เซเว่น,14,4.74712E-05,0,2.66655E-06,14
แซบ,11,3.7977E-05,0,2.66655E-06,11
แซ่บ,52,0.000167732,0,2.66655E-06,52
แซว,25,8.22834E-05,0,2.66655E-06,25
แซะ,0,3.16475E-06,36,9.86622E-05,36
โซ,16,5.38007E-05,36,9.86622E-05,52
โซเชียล,0,3.16475E-06,56,0.000151993,56
โซน,28,9.17777E-05,0,2.66655E-06,28
ไซ,30,9.81072E-05,0,2.66655E-06,30
ไซด์ไลน์,327,0.001038037,0,2.66655E-06,327
ไซต์,0,3.16475E-06,38,0.000103995,38
ไซส์,23,7.59539E-05,0,2.66655E-06,23
ญ,31,0.000101272,0,2.66655E-06,31
ญ.,14,4.74712E-05,0,2.66655E-06,14
ญัตติ,0,3.16475E-06,23,6.39971E-05,23
ญา,10,3.48122E-05,40,0.000109328,50
ญาณ,0,3.16475E-06,14,3.99982E-05,14
ญาติ,12,4.11417E-05,100,0.000269321,112
ญี่ปุ่น,23,7.59539E-05,71,0.000191991,94
ฏ,0,3.16475E-06,31,8.53295E-05,31
ฐาน,11,3.7977E-05,31,8.53295E-05,42
ฐานะ,0,3.16475E-06,49,0.000133327,49
ณ์,0,3.16475E-06,17,4.79978E-05,17
ณ…,0,3.16475E-06,10,2.9332E-05,10
ณะ,0,3.16475E-06,12,3.46651E-05,12
ณัฐ,0,3.16475E-06,24,6.66636E-05,24
ณัฐพล,0,3.16475E-06,37,0.000101329,37
ณา,0,3.16475E-06,26,7.19967E-05,26
ณี,0,3.16475E-06,26,7.19967E-05,26
ด์,16,5.38007E-05,16,4.53313E-05,32
